year,month,day,PCA1,PCA2,AQI,Kmeans_3,Kmeans_4,Kmeans_6,Kmeans_12,PM2_5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station,HDBSCAN_3,HDBSCAN_4,HDBSCAN_6,HDBSCAN_12
2014,12,19,4.73,13.43,,2,2,2,7,,,,,,,0.69,1025.29,-13.73,0.0,3.09,Aotizhongxin,-1,-1,-1,-1
2014,12,19,10.36,-1.35,1.0,1,1,1,1,22.8,49.35,12.15,28.8,625.0,48.2,0.17,1018.84,-16.32,0.0,3.5,Changping,1,1,1,1
2014,12,19,11.38,-2.25,1.0,1,1,1,9,19.9,38.1,13.95,14.3,450.0,52.25,0.17,1018.84,-16.32,0.0,3.5,Dingling,-1,-1,-1,-1
2014,12,19,9.19,-1.56,2.0,1,1,5,1,28.71,61.2,21.05,34.35,1175.0,45.4,-0.79,1020.12,-14.73,0.0,3.06,Dongsi,-1,-1,-1,-1
2014,12,19,9.54,-1.97,2.0,1,1,1,1,29.84,37.37,14.05,42.89,1010.53,39.53,0.69,1025.29,-13.73,0.0,3.09,Guanyuan,-1,-1,-1,-1
2014,12,19,10.45,-2.95,1.0,1,1,1,1,24.18,37.8,12.5,24.7,835.0,45.8,0.92,1017.38,-14.52,0.0,1.87,Gucheng,-1,-1,-1,-1
2014,12,19,8.83,-1.47,2.0,1,1,5,1,44.05,61.3,9.35,29.32,1115.0,46.1,-0.97,1013.04,-14.6,0.0,3.17,Huairou,-1,-1,-1,-1
2014,12,19,9.22,-1.82,2.0,1,1,1,1,44.6,67.0,19.6,43.8,1225.0,44.85,-0.79,1020.12,-14.73,0.0,3.06,Nongzhanguan,-1,-1,-1,-1
2014,12,19,9.23,-1.69,2.0,1,1,5,1,38.38,54.85,11.25,34.35,1200.0,40.5,-0.03,1025.79,-14.99,0.0,4.27,Shunyi,-1,-1,-1,-1
2014,12,19,9.44,-2.17,2.0,1,1,1,1,37.5,74.4,11.05,39.1,1065.0,42.68,-0.79,1020.12,-14.73,0.0,3.06,Tiantan,-1,-1,-1,-1
2014,12,19,9.41,-1.18,1.0,1,1,5,1,24.9,39.55,16.15,35.4,910.0,30.15,0.69,1025.29,-13.73,0.0,3.09,Wanliu,-1,-1,-1,-1
2014,12,19,9.63,-2.16,1.0,1,1,1,1,34.84,50.05,18.9,36.45,995.0,45.55,0.71,1022.62,-14.39,0.0,3.3,Wanshouxigong,-1,-1,-1,-1
2014,12,20,4.62,13.57,,2,2,2,7,,,,,,,-2.09,1025.79,-18.85,0.0,2.24,Aotizhongxin,-1,-1,-1,-1
2014,12,20,10.69,-1.11,1.0,1,1,1,1,14.46,22.33,16.71,32.17,591.67,25.54,-2.85,1021.52,-20.33,0.0,2.65,Changping,1,1,1,1
2014,12,20,11.69,-2.38,1.0,1,1,1,9,10.88,16.54,11.21,8.79,412.5,43.17,-2.85,1021.52,-20.33,0.0,2.65,Dingling,-1,-1,-1,-1
2014,12,20,11.33,-2.0,1.0,1,1,1,1,3.71,13.08,10.5,25.58,516.67,33.29,-1.96,1026.12,-20.0,0.0,3.21,Dongsi,1,1,1,1
2014,12,20,11.41,-1.91,1.0,1,1,1,1,8.5,9.92,5.04,28.38,454.17,36.62,-2.09,1025.79,-18.85,0.0,2.24,Guanyuan,1,1,1,1
2014,12,20,11.95,-2.51,1.0,1,1,1,9,6.21,10.42,8.25,15.96,387.5,44.5,-1.2,1022.5,-20.16,0.0,2.23,Gucheng,-1,-1,-1,-1
2014,12,20,11.49,-2.58,1.0,1,1,1,9,11.29,18.67,9.38,11.75,437.5,48.38,-3.49,1012.98,-19.82,0.0,2.96,Huairou,-1,-1,-1,-1
2014,12,20,11.53,-2.34,1.0,1,1,1,9,8.75,14.21,11.62,33.54,487.5,35.96,-1.96,1026.12,-20.0,0.0,3.21,Nongzhanguan,-1,-1,-1,-1
2014,12,20,11.1,-1.63,1.0,1,1,1,1,10.21,14.33,8.21,26.04,482.61,27.25,-2.11,1028.85,-20.56,0.0,3.24,Shunyi,1,1,1,1
2014,12,20,11.81,-2.43,1.0,1,1,1,9,7.38,31.29,8.58,27.79,425.0,41.92,-1.96,1026.12,-20.0,0.0,3.21,Tiantan,-1,-1,-1,-1
2014,12,20,10.67,-1.49,1.0,1,1,1,1,7.88,12.33,12.96,30.38,570.83,20.74,-2.02,1025.72,-18.8,0.0,2.17,Wanliu,-1,-1,-1,-1
2014,12,20,11.48,-2.0,1.0,1,1,1,9,4.88,10.54,8.08,22.58,483.33,42.38,-1.18,1028.42,-20.29,0.0,3.17,Wanshouxigong,1,1,1,1
2014,12,21,4.83,13.3,,2,2,2,7,,,,,,,-1.62,1020.3,-18.89,0.0,2.43,Aotizhongxin,-1,-1,-1,-1
2014,12,21,7.57,0.99,2.0,2,0,5,11,18.75,53.42,21.75,35.29,695.83,27.71,-2.03,1026.58,-19.52,0.0,3.35,Changping,-1,-1,4,4
2014,12,21,9.03,0.11,1.0,1,1,5,1,17.83,37.0,15.17,9.5,550.0,45.33,-2.03,1026.58,-19.52,0.0,3.35,Dingling,-1,-1,-1,10
2014,12,21,2.28,1.97,1.0,0,0,0,3,9.71,38.96,10.0,27.5,666.67,35.33,-2.04,1022.75,-19.99,0.0,2.76,Dongsi,-1,-1,-1,6
2014,12,21,2.69,2.0,1.0,0,0,0,3,15.62,24.12,13.08,38.62,641.67,33.29,-1.62,1020.3,-18.89,0.0,2.43,Guanyuan,-1,-1,-1,6
2014,12,21,4.16,1.91,1.0,0,0,0,3,14.83,35.25,14.08,26.96,570.83,36.75,-1.21,1019.38,-19.94,0.0,2.17,Gucheng,-1,-1,-1,-1
2014,12,21,7.63,2.04,1.0,2,2,5,11,11.21,28.33,10.58,15.71,441.67,45.88,-3.93,1013.33,-18.66,0.0,2.58,Huairou,-1,-1,4,4
2014,12,21,3.44,1.86,1.0,0,0,0,3,15.75,35.5,12.54,37.12,537.5,36.38,-2.04,1022.75,-19.99,0.0,2.76,Nongzhanguan,-1,-1,5,5
2014,12,21,5.23,2.73,1.0,2,0,0,10,13.04,36.33,11.12,34.29,658.33,29.0,-2.83,1023.86,-19.39,0.0,2.68,Shunyi,-1,-1,-1,9
2014,12,21,1.63,1.82,1.0,0,3,0,3,18.62,37.33,11.71,33.92,612.5,40.0,-2.04,1022.75,-19.99,0.0,2.76,Tiantan,-1,-1,-1,6
2014,12,21,2.46,2.02,1.0,0,0,0,3,13.62,30.5,12.38,36.42,658.33,20.12,-1.57,1020.22,-18.77,0.0,2.42,Wanliu,-1,-1,-1,6
2014,12,21,1.64,1.99,1.0,0,3,0,3,18.38,36.33,13.75,34.29,654.17,36.71,-1.56,1026.5,-20.35,0.0,3.06,Wanshouxigong,-1,-1,-1,6
2014,12,22,4.93,13.21,,2,2,2,7,,,,,,,0.01,1016.83,-11.5,0.0,1.19,Aotizhongxin,-1,-1,-1,-1
2014,12,22,0.55,2.0,2.0,0,3,3,5,31.82,66.14,30.85,45.14,940.91,31.19,4.33,1026.71,-15.1,0.0,3.65,Changping,2,2,2,2
2014,12,22,8.8,1.96,1.0,2,2,5,11,22.62,32.83,14.91,16.36,595.83,50.96,4.33,1026.71,-15.1,0.0,3.65,Dingling,-1,-1,-1,-1
2014,12,22,-1.2,0.71,2.0,0,3,3,4,70.38,132.21,45.04,73.42,2495.83,10.62,0.04,1018.62,-14.37,0.0,1.11,Dongsi,-1,-1,-1,7
2014,12,22,-1.3,0.58,3.0,0,3,3,4,82.08,116.62,50.88,90.54,2550.0,11.21,0.01,1016.83,-11.5,0.0,1.19,Guanyuan,-1,-1,-1,-1
2014,12,22,-1.51,1.4,2.0,0,3,3,5,74.33,136.42,41.71,79.67,2204.17,13.08,1.66,1015.12,-13.94,0.0,1.23,Gucheng,2,2,2,2
2014,12,22,3.44,2.78,2.0,0,0,0,3,48.41,75.75,25.38,53.65,1379.17,11.54,-2.39,1018.21,-14.17,0.0,1.43,Huairou,-1,-1,5,5
2014,12,22,-1.08,0.77,3.0,0,3,3,5,87.23,138.45,49.5,94.38,2241.67,7.08,0.04,1018.62,-14.37,0.0,1.11,Nongzhanguan,-1,-1,-1,-1
2014,12,22,1.76,2.09,2.0,0,3,0,3,54.79,94.54,31.46,69.83,1700.0,11.33,-1.08,1021.92,-13.54,0.0,1.05,Shunyi,-1,-1,-1,6
2014,12,22,-1.02,0.35,3.0,0,3,3,4,98.5,141.67,38.62,86.88,2925.0,15.46,0.04,1018.62,-14.37,0.0,1.11,Tiantan,-1,-1,-1,-1
2014,12,22,-2.06,0.3,3.0,0,3,3,4,82.71,142.67,43.09,92.21,2654.17,3.96,0.01,1016.83,-11.5,0.0,1.19,Wanliu,-1,-1,-1,7
2014,12,22,-1.67,-0.04,3.0,0,3,3,4,112.5,165.12,59.96,97.21,3125.0,12.0,0.15,1022.42,-13.85,0.0,1.16,Wanshouxigong,-1,-1,-1,-1
2014,12,23,4.82,13.32,,2,2,2,7,,,,,,,0.33,1021.9,-11.29,0.0,1.09,Aotizhongxin,-1,-1,-1,-1
2014,12,23,6.02,-1.59,3.0,2,0,5,0,83.38,120.0,61.43,60.62,2795.24,20.14,2.93,1026.81,-15.55,0.0,1.83,Changping,-1,-1,-1,-1
2014,12,23,9.5,-1.28,2.0,1,1,1,1,40.86,65.05,41.82,24.91,795.45,29.5,2.93,1026.81,-15.55,0.0,1.83,Dingling,-1,-1,-1,-1
2014,12,23,3.54,-0.96,2.0,0,0,0,0,66.92,120.5,50.17,76.83,2575.0,12.46,0.42,1016.5,-14.09,0.0,1.31,Dongsi,-1,-1,-1,-1
2014,12,23,3.62,-0.95,3.0,0,0,0,0,76.04,96.75,59.75,98.62,2587.5,7.46,0.33,1021.9,-11.29,0.0,1.09,Guanyuan,-1,-1,-1,-1
2014,12,23,2.41,-1.31,3.0,0,3,0,0,75.67,114.46,52.08,90.0,3095.83,7.5,1.67,1012.71,-12.67,0.0,1.1,Gucheng,-1,-1,-1,-1
2014,12,23,5.86,1.05,2.0,2,0,5,0,50.83,69.71,21.82,49.55,1304.55,17.18,-1.39,1020.82,-14.22,0.19,1.35,Huairou,-1,-1,-1,-1
2014,12,23,4.68,-1.04,3.0,0,0,5,0,94.04,136.42,55.33,90.38,2516.67,15.46,0.42,1016.5,-14.09,0.0,1.31,Nongzhanguan,-1,-1,-1,-1
2014,12,23,5.08,0.8,2.0,2,0,0,0,53.08,77.42,41.92,64.04,1579.17,15.25,0.04,1019.56,-13.13,0.0,1.25,Shunyi,-1,-1,-1,-1
2014,12,23,2.92,-0.96,3.0,0,0,0,0,90.77,134.64,27.65,93.25,2770.0,14.4,0.42,1016.5,-14.09,0.0,1.31,Tiantan,-1,-1,-1,-1
2014,12,23,2.35,-1.32,3.0,0,3,3,5,86.08,138.21,59.33,89.42,3437.5,3.29,0.34,1021.82,-11.2,0.0,1.14,Wanliu,-1,-1,-1,-1
2014,12,23,3.12,-1.0,3.0,0,0,0,0,97.62,132.38,52.08,98.62,2787.5,12.21,0.9,1018.92,-12.6,0.0,1.04,Wanshouxigong,-1,-1,-1,-1
2014,12,24,4.89,13.25,,2,2,2,7,,,,,,,1.7,1021.46,-14.19,0.0,2.13,Aotizhongxin,-1,-1,-1,-1
2014,12,24,10.68,-0.68,1.0,1,1,1,1,15.88,42.96,24.25,29.0,583.33,35.92,2.05,1025.42,-16.05,0.0,3.12,Changping,1,1,1,1
2014,12,24,12.4,-2.66,1.0,1,1,1,9,12.62,33.0,15.79,9.0,341.67,43.25,2.05,1025.42,-16.05,0.0,3.12,Dingling,-1,-1,-1,-1
2014,12,24,9.72,0.86,1.0,1,1,5,1,7.25,29.33,17.92,29.88,533.33,42.21,2.21,1026.92,-15.76,0.0,2.91,Dongsi,-1,-1,-1,10
2014,12,24,8.25,1.33,2.0,2,2,5,11,11.62,20.21,14.92,41.83,504.17,29.58,1.7,1021.46,-14.19,0.0,2.13,Guanyuan,-1,-1,4,4
2014,12,24,3.78,1.33,1.0,0,0,0,3,13.21,26.21,16.75,37.92,608.33,38.5,2.13,1022.96,-15.31,0.0,1.63,Gucheng,-1,-1,5,5
2014,12,24,7.53,1.39,1.0,2,0,5,11,13.62,22.96,8.0,21.46,512.5,54.54,-0.09,1012.92,-15.57,0.25,1.81,Huairou,-1,-1,4,4
2014,12,24,11.43,-1.52,1.0,1,1,1,1,12.29,36.62,19.17,36.58,416.67,49.46,2.21,1026.92,-15.76,0.0,2.91,Nongzhanguan,1,1,1,1
2014,12,24,11.28,-1.18,1.0,1,1,1,1,12.33,24.33,12.58,27.38,421.74,42.21,1.28,1018.75,-15.18,0.0,2.69,Shunyi,1,1,1,1
2014,12,24,9.59,0.64,1.0,1,1,5,1,11.83,38.17,17.29,36.67,470.83,45.83,2.21,1026.92,-15.76,0.0,2.91,Tiantan,-1,-1,-1,10
2014,12,24,6.96,1.71,2.0,2,0,5,11,10.54,27.75,19.87,42.46,575.0,20.22,1.7,1021.46,-14.19,0.0,2.13,Wanliu,-1,-1,4,4
2014,12,24,7.73,1.45,1.0,2,2,5,11,10.54,26.38,16.29,35.96,516.67,45.58,2.75,1029.75,-15.52,0.0,2.5,Wanshouxigong,-1,-1,4,4
2014,12,25,4.92,13.28,,2,2,2,7,,,,,,,-0.3,1020.72,-11.48,0.0,1.04,Aotizhongxin,-1,-1,-1,-1
2014,12,25,4.28,2.47,1.0,2,0,0,10,19.42,32.71,24.29,32.0,687.5,35.92,2.67,1026.92,-14.25,0.0,2.71,Changping,-1,-1,5,5
2014,12,25,7.63,1.29,1.0,2,0,5,11,19.38,22.88,26.17,18.08,295.45,54.29,2.67,1026.92,-14.25,0.0,2.71,Dingling,-1,-1,4,4
2014,12,25,0.96,2.23,2.0,0,3,0,5,21.7,34.87,21.88,50.75,937.5,28.54,1.36,1028.12,-13.58,0.0,1.76,Dongsi,2,2,2,2
2014,12,25,0.32,2.55,2.0,0,3,3,5,29.88,35.96,27.08,71.0,1100.0,16.71,-0.3,1020.72,-11.48,0.0,1.04,Guanyuan,-1,-1,-1,-1
2014,12,25,-0.19,1.9,2.0,0,3,3,5,35.75,66.29,24.58,68.54,1791.67,21.5,0.48,1024.63,-12.72,0.0,0.92,Gucheng,2,2,2,2
2014,12,25,3.99,3.31,2.0,2,0,0,10,39.67,53.0,14.38,47.71,1204.17,23.29,-1.77,1008.29,-13.35,0.0,1.43,Huairou,-1,-1,-1,-1
2014,12,25,1.22,1.89,2.0,0,3,0,5,22.42,38.04,23.71,56.67,608.33,33.54,1.36,1028.12,-13.58,0.0,1.76,Nongzhanguan,-1,-1,-1,-1
2014,12,25,3.14,2.25,1.0,0,0,0,3,22.92,37.08,15.75,38.04,816.67,43.29,0.49,1018.37,-13.13,0.0,1.29,Shunyi,-1,-1,-1,-1
2014,12,25,1.25,2.42,2.0,0,3,0,3,23.33,40.5,18.12,60.75,970.83,26.29,1.36,1028.12,-13.58,0.0,1.76,Tiantan,-1,-1,-1,-1
2014,12,25,-0.32,2.36,2.0,0,3,3,5,30.69,51.15,25.61,70.96,1362.5,11.78,-0.57,1020.66,-11.34,0.0,0.99,Wanliu,-1,-1,-1,-1
2014,12,25,0.14,2.51,2.0,0,3,3,5,33.42,47.5,24.54,71.12,1229.17,21.21,0.25,1031.83,-12.75,0.0,1.23,Wanshouxigong,-1,-1,-1,-1
2014,12,26,4.95,13.36,,2,2,2,7,,,,,,,-1.08,1024.04,-9.3,0.0,1.19,Aotizhongxin,-1,-1,-1,-1
2014,12,26,-1.99,1.18,3.0,0,3,3,4,90.04,116.67,54.83,76.33,2391.67,5.17,-1.95,1028.92,-12.1,0.0,1.17,Changping,-1,-1,-1,-1
2014,12,26,-0.52,2.0,3.0,0,3,3,5,94.29,97.04,37.38,61.42,1862.5,9.64,-1.95,1028.92,-12.1,0.0,1.17,Dingling,-1,-1,-1,-1
2014,12,26,-2.61,-0.28,5.0,0,3,3,4,160.25,183.42,70.46,97.29,3662.5,4.17,-2.71,1027.12,-10.58,0.0,1.0,Dongsi,-1,-1,-1,7
2014,12,26,-2.7,0.03,3.0,0,3,3,4,113.79,139.33,78.04,107.75,3354.17,2.83,-1.08,1024.04,-9.3,0.0,1.19,Guanyuan,-1,-1,-1,7
2014,12,26,-2.72,0.08,3.0,0,3,3,4,92.04,136.79,57.75,97.42,3275.0,3.88,-1.3,1023.08,-10.63,0.0,0.73,Gucheng,-1,-1,-1,7
2014,12,26,-0.36,2.04,3.0,0,3,3,5,78.77,99.26,40.37,61.15,1987.5,7.62,-3.57,1008.83,-11.65,0.0,1.16,Huairou,2,2,2,2
2014,12,26,-2.59,-0.2,4.0,0,3,3,4,138.47,187.58,81.16,107.21,3536.84,2.58,-2.71,1027.12,-10.58,0.0,1.0,Nongzhanguan,-1,-1,-1,7
2014,12,26,-2.06,0.8,3.0,0,3,3,4,89.04,131.42,44.08,78.04,2460.87,8.75,-2.16,1021.17,-10.2,0.0,1.03,Shunyi,-1,-1,-1,7
2014,12,26,-2.68,-0.11,4.0,0,3,3,4,138.92,179.83,43.33,106.42,3462.5,10.96,-2.71,1027.12,-10.58,0.0,1.0,Tiantan,-1,-1,-1,7
2014,12,26,-3.17,-0.14,3.0,0,3,3,4,110.09,178.26,69.05,96.59,3490.91,2.1,-1.08,1024.04,-9.3,0.0,1.19,Wanliu,-1,-1,-1,-1
2014,12,26,-2.71,-0.09,5.0,0,3,3,4,155.75,190.6,69.88,114.68,3643.48,6.58,-0.98,1030.12,-10.4,0.0,0.78,Wanshouxigong,-1,-1,-1,7
2014,12,27,4.95,13.27,,2,2,2,7,,,,,,,-1.17,1030.71,-7.87,0.0,1.07,Aotizhongxin,-1,-1,-1,-1
2014,12,27,-1.79,-1.23,5.0,0,3,3,4,179.12,217.62,67.79,117.38,4170.83,3.33,-0.68,1025.79,-10.6,0.0,1.26,Changping,-1,-1,-1,-1
2014,12,27,0.63,-0.17,5.0,0,3,3,5,167.88,168.79,52.17,95.58,2904.17,6.33,-0.68,1025.79,-10.6,0.0,1.26,Dingling,-1,-1,-1,-1
2014,12,27,2.14,0.83,5.0,0,3,0,3,179.31,187.46,77.63,107.13,4100.0,4.72,-1.88,1023.62,-9.93,0.0,1.18,Dongsi,-1,-1,-1,-1
2014,12,27,-2.8,-1.05,5.0,0,3,3,4,182.88,210.62,90.0,140.75,4362.5,4.79,-1.17,1030.71,-7.87,0.0,1.07,Guanyuan,-1,-1,-1,-1
2014,12,27,-3.01,-1.1,5.0,0,3,3,4,177.46,242.08,66.88,133.46,4383.33,5.67,-0.64,1019.83,-9.02,0.0,0.8,Gucheng,-1,-1,-1,-1
2014,12,27,-0.63,0.71,5.0,0,3,3,5,157.91,179.48,46.36,93.52,2886.96,6.0,-3.2,1021.83,-10.62,0.0,1.19,Huairou,-1,-1,-1,-1
2014,12,27,-2.75,-1.22,5.0,0,3,3,4,229.39,273.43,97.39,143.78,4543.48,3.7,-1.88,1023.62,-9.93,0.0,1.18,Nongzhanguan,-1,-1,-1,-1
2014,12,27,-1.33,-0.83,5.0,0,3,3,4,165.0,222.42,60.75,117.62,4054.17,14.88,-1.84,1017.46,-9.86,0.0,0.87,Shunyi,-1,-1,-1,-1
2014,12,27,-2.9,-0.96,5.0,0,3,3,4,194.75,233.12,54.58,133.83,4212.5,10.67,-1.88,1023.62,-9.93,0.0,1.18,Tiantan,-1,-1,-1,-1
2014,12,27,-2.69,-1.32,5.0,0,3,3,4,203.96,276.3,75.09,129.35,4995.65,2.0,-1.17,1030.71,-7.87,0.0,1.07,Wanliu,-1,-1,-1,-1
2014,12,27,-2.85,-0.95,5.0,0,3,3,4,204.82,266.17,86.57,147.09,4373.91,7.83,-0.65,1026.25,-9.28,0.0,1.07,Wanshouxigong,-1,-1,-1,-1
2014,12,28,4.93,13.22,,2,2,2,7,,,,,,,2.35,1025.29,-9.22,0.0,1.51,Aotizhongxin,-1,-1,-1,-1
2014,12,28,-0.34,0.99,2.0,0,3,3,5,69.61,137.88,48.17,72.29,2112.5,22.33,3.39,1022.67,-12.61,0.0,2.28,Changping,-1,-1,-1,-1
2014,12,28,7.81,1.05,2.0,2,0,5,11,68.25,95.88,34.12,35.33,1037.5,42.29,3.39,1022.67,-12.61,0.0,2.28,Dingling,-1,-1,4,4
2014,12,28,-1.77,1.11,3.0,0,3,3,4,84.71,158.0,47.79,70.43,1842.86,33.5,1.75,1015.5,-11.02,0.0,2.05,Dongsi,-1,-1,-1,7
2014,12,28,-2.0,0.27,4.0,0,3,3,4,144.43,181.71,66.08,115.21,3195.83,16.88,2.35,1025.29,-9.22,0.0,1.51,Guanyuan,-1,-1,-1,7
2014,12,28,-1.54,0.03,4.0,0,3,3,4,123.47,206.21,55.33,105.0,3641.67,16.96,3.08,1011.67,-10.48,0.0,1.39,Gucheng,-1,-1,-1,-1
2014,12,28,2.36,2.33,3.0,0,0,0,3,82.45,129.83,31.17,72.0,1962.5,15.04,-0.73,1027.25,-11.52,0.0,1.56,Huairou,-1,-1,-1,6
2014,12,28,-2.32,-0.16,5.0,0,3,3,4,172.78,243.67,68.75,117.79,3620.83,17.33,1.75,1015.5,-11.02,0.0,2.05,Nongzhanguan,-1,-1,-1,-1
2014,12,28,1.74,2.55,2.0,0,3,0,3,75.38,124.96,40.88,72.04,1665.22,22.62,1.13,1013.58,-11.38,0.0,1.77,Shunyi,2,2,2,2
2014,12,28,-2.52,-0.27,5.0,0,3,3,4,190.0,229.08,38.38,104.74,3487.5,24.09,1.75,1015.5,-11.02,0.0,2.05,Tiantan,-1,-1,-1,-1
2014,12,28,-2.57,0.12,4.0,0,3,3,4,119.87,215.67,57.0,100.71,3195.83,11.0,2.35,1025.29,-9.22,0.0,1.51,Wanliu,-1,-1,-1,-1
2014,12,28,-3.05,-0.64,4.0,0,3,3,4,122.78,234.58,67.17,118.58,3575.0,18.46,1.94,1018.62,-9.58,0.0,1.29,Wanshouxigong,-1,-1,-1,7
2014,12,29,4.91,13.22,,2,2,2,7,,,,,,,2.15,1026.08,-9.61,0.0,1.48,Aotizhongxin,-1,-1,-1,-1
2014,12,29,6.63,-0.43,2.0,2,0,5,0,61.62,137.12,37.25,59.21,2312.5,22.42,4.02,1019.79,-13.73,0.0,2.48,Changping,-1,-1,-1,-1
2014,12,29,9.82,-1.46,2.0,1,1,1,1,36.62,72.83,18.92,21.96,733.33,41.63,4.02,1019.79,-13.73,0.0,2.48,Dingling,-1,-1,-1,-1
2014,12,29,0.41,-0.25,3.0,0,3,3,5,114.67,200.5,53.54,91.62,3262.5,17.5,1.58,1008.83,-11.61,0.0,1.72,Dongsi,-1,-1,-1,-1
2014,12,29,0.76,0.07,4.0,0,3,3,5,120.5,162.83,49.62,108.25,3066.67,15.83,2.15,1026.08,-9.61,0.0,1.48,Guanyuan,-1,-1,-1,-1
2014,12,29,0.85,0.45,3.0,0,3,3,5,77.67,131.62,36.38,79.75,2712.5,19.08,3.49,1005.29,-11.49,0.0,1.6,Gucheng,-1,-1,-1,-1
2014,12,29,4.58,1.13,2.0,2,0,0,0,46.12,97.5,23.71,53.58,1558.33,14.33,0.61,1023.25,-13.06,0.0,1.74,Huairou,-1,-1,-1,-1
2014,12,29,0.52,-0.12,5.0,0,3,3,5,151.54,223.21,61.25,109.75,3204.17,17.21,1.58,1008.83,-11.61,0.0,1.72,Nongzhanguan,-1,-1,-1,-1
2014,12,29,6.23,0.6,2.0,2,0,5,0,49.54,110.79,31.79,67.58,1666.67,22.92,1.51,1017.96,-12.3,0.0,1.58,Shunyi,-1,-1,-1,-1
2014,12,29,-0.11,-0.42,5.0,0,3,3,5,169.12,220.17,34.12,103.46,3454.17,21.0,1.58,1008.83,-11.61,0.0,1.72,Tiantan,-1,-1,-1,-1
2014,12,29,0.32,-0.19,3.0,0,3,3,5,87.0,206.21,51.17,99.88,3816.67,8.92,2.15,1026.08,-9.61,0.0,1.48,Wanliu,-1,-1,-1,-1
2014,12,29,-0.32,-0.71,4.0,0,3,3,4,113.58,252.67,58.08,121.83,4558.33,17.17,1.74,1012.25,-10.62,0.0,1.41,Wanshouxigong,-1,-1,-1,-1
2014,12,30,5.16,10.92,,2,2,2,7,,,,,,,1.92,1027.0,-12.02,0.0,1.78,Aotizhongxin,-1,-1,-1,-1
2014,12,30,11.07,-1.72,1.0,1,1,1,1,15.38,51.71,23.0,32.79,562.5,37.58,3.6,1019.75,-14.83,0.0,2.25,Changping,-1,-1,-1,-1
2014,12,30,11.22,-2.46,1.0,1,1,1,9,16.09,39.17,20.22,14.48,434.78,58.67,3.6,1019.75,-14.83,0.0,2.25,Dingling,-1,-1,-1,-1
2014,12,30,7.76,-0.99,2.0,1,1,5,1,24.12,70.5,23.92,60.21,1275.0,24.08,2.5,1014.79,-14.13,0.0,2.06,Dongsi,-1,-1,-1,-1
2014,12,30,8.02,-0.92,2.0,1,1,5,1,28.29,45.62,19.54,65.88,1116.67,23.46,1.92,1027.0,-12.02,0.0,1.78,Guanyuan,-1,-1,-1,-1
2014,12,30,7.77,-1.26,2.0,1,1,5,1,28.79,48.71,24.92,64.08,1320.83,19.83,3.6,1011.0,-14.35,0.0,1.52,Gucheng,-1,-1,-1,-1
2014,12,30,11.32,-2.76,1.0,1,1,1,9,12.67,29.62,11.62,25.42,595.83,46.83,1.36,1021.08,-14.48,0.0,1.78,Huairou,-1,-1,-1,-1
2014,12,30,7.79,-1.02,2.0,1,1,5,1,39.54,81.83,29.25,68.29,1216.67,26.12,2.5,1014.79,-14.13,0.0,2.06,Nongzhanguan,-1,-1,-1,-1
2014,12,30,8.52,-1.09,1.0,1,1,5,1,16.58,41.46,17.22,33.78,827.27,40.91,2.66,1028.83,-14.8,0.0,1.93,Shunyi,-1,-1,-1,-1
2014,12,30,7.89,-1.34,2.0,1,1,5,1,44.79,94.54,21.58,64.38,1425.0,34.71,2.5,1014.79,-14.13,0.0,2.06,Tiantan,-1,-1,-1,-1
2014,12,30,7.9,-1.13,2.0,1,1,5,1,20.08,67.0,23.7,68.83,1262.5,10.35,1.92,1027.0,-12.02,0.0,1.78,Wanliu,-1,-1,-1,-1
2014,12,30,7.45,-0.93,2.0,1,1,5,0,25.79,76.21,28.27,66.75,1408.33,26.0,3.92,1016.83,-14.29,0.0,1.79,Wanshouxigong,-1,-1,-1,-1
2014,12,31,8.25,0.17,1.0,1,1,5,11,7.43,48.43,10.14,19.57,471.43,41.43,-1.72,1025.71,-22.12,0.0,4.19,Aotizhongxin,-1,-1,-1,-1
2014,12,31,10.85,-0.95,2.0,1,1,1,1,9.42,59.75,4.71,17.33,450.0,41.79,-2.55,1017.33,-23.14,0.0,4.23,Changping,1,1,1,1
2014,12,31,8.25,1.74,1.0,2,2,5,11,6.9,34.3,3.0,2.05,265.0,66.95,-2.55,1017.33,-23.14,0.0,4.23,Dingling,-1,-1,4,4
2014,12,31,11.0,-1.0,1.0,1,1,1,1,3.29,50.46,8.62,14.08,345.83,56.67,-2.54,1027.21,-22.87,0.0,4.18,Dongsi,1,1,1,1
2014,12,31,11.35,-1.76,1.0,1,1,1,1,8.58,32.62,8.33,16.04,287.5,44.46,-1.72,1025.71,-22.12,0.0,4.19,Guanyuan,1,1,1,1
2014,12,31,10.7,-1.41,1.0,1,1,1,1,6.83,32.35,7.63,7.26,291.67,56.94,-1.52,1023.42,-23.02,0.0,3.03,Gucheng,1,1,1,1
2014,12,31,11.87,-1.77,1.0,1,1,1,9,4.42,20.46,2.0,2.54,250.0,61.29,-2.61,1019.38,-23.71,0.0,3.65,Huairou,1,1,1,1
2014,12,31,10.93,-1.1,2.0,1,1,1,1,6.46,60.46,8.12,17.08,312.5,56.54,-2.54,1027.21,-22.87,0.0,4.18,Nongzhanguan,1,1,1,1
